TrainingSetSize,DiffusionChain,Shape,Number,Color,Form.0,Seen.1,Form.1,Seen.2,Form.2,Seen.3,Form.3,Seen.4,Form.4,Seen.5,Form.5,Seen.6,Form.6,Seen.7,Form.7,Seen.8,Form.8,Seen.9,Form.9,Seen.10,Form.10
15,2,berry,two,red,kilvulki,0,kinsinto,0,koksakul,0,vinsakul,1,vinseaverse,0,koksatul,1,kokksatual,0,kokktual,1,versewewe,0,vincera,0,versawe
15,2,key,one,blue,kosalsun,1,tokalsol,0,vinsatul,1,koksatul,1,koks,0,vincerwse,0,vincerwse,1,tucaktual,0,vincera,1,kokktual,1,kokkest
15,2,key,one,green,vilkilsil,1,tinsansi,0,vinsovul,1,vinsa,1,koks,0,vincesevers,1,vincertul,0,koktstatual,0,koksa,1,kokkest,0,kestua
15,2,key,one,red,kolkaka,1,kokasun,0,tinsa,0,koksatol,1,koksa,0,vincerwse,1,vincertul,0,vinecertual,1,vertaul,1,kosetua,1,kokkestua
15,2,key,three,blue,vuvalsa,1,tosolvol,1,vinsavolkoksa,0,vulsatunsa,1,koksavincevers,1,vinceseverwse,1,vincerseverswe,0,versetual,0,ververtaul,1,kokkestual,1,kokkestual
15,2,key,three,green,totulsan,0,tilsunvun,0,vulsatulsa,1,tunsavul,0,koksversatul,0,vincesevers,0,vincerseverwse,1,kokkstaatual,1,kokktatula,1,kokkestual,0,kokkestual
15,2,key,three,red,tisasi,0,koltolkal,1,kuksavolta,1,kukasvulta,1,koksavinsatul,1,vinsaverse,1,vincerseverswe,1,kokksta,1,kokkestual,1,kokkestual,0,kokkestual
15,2,key,two,blue,tonsanson,0,tosalva,0,tulsavol,0,tinsavol,0,tokulutol,0,vincerwse,0,vincertul,1,versevincetual,0,versewe,0,kokkestula,1,kokkestula
15,2,key,two,green,tintilso,0,vankatin,1,tunsa,1,vinsotul,0,vinceswtul,1,vincerwse,0,vincerverswe,1,kokktatual,1,kokktual,0,kokkestula,0,kokkestula
15,2,key,two,red,sunsokin,0,vintasol,1,kuksa,0,vinsavolta,1,vinsaverwse,1,vincertul,1,vincerseverwse,0,vincertual,1,kokksta,0,kokkestual,0,kokkestula
15,2,phone,one,blue,vuvalta,0,tosalsa,0,tinsavol,0,tinsasul,0,koksa,0,koska,1,koska,0,vincerswe,0,vertua,1,vincera,0,vincera
15,2,phone,one,green,valtolvu,0,vatakin,0,vinsa,0,koksa,1,koksa,0,koksa,0,koska,0,kokstaatual,0,vertal,0,vertual,1,vincera
15,2,phone,one,red,vusolvin,0,kokalval,1,koksasul,1,koksasul,0,koksa,1,koksa,0,koska,1,vincertaul,1,koktaul,1,vicera,1,vincera
15,2,phone,three,blue,tatontil,1,tosalsil,0,tinsavol,0,vinsasultkol,1,vinsavoltolouk,1,tocalacutol,0,koskatul,0,vincerverse,1,vincertual,1,vertula,1,verestual
15,2,phone,three,green,sulsuntin,1,tinvankin,1,tolsavulsa,1,vinsatul,0,vinsaverseatul,1,tocalacutol,0,koskatul,0,verseswe,1,kokktual,0,veratual,1,vincertual
15,2,phone,three,red,volvanvan,1,vunvanvan,0,koksasulktol,1,koksasulktol,1,tokolocatul,1,tocalacutol,1,tocalatul,1,verseserveswe,1,vicera,0,vincertual,1,vincerestual
15,2,phone,two,blue,tilviltun,1,tulsavalsa,1,tinsavol,0,volsatunsa,0,vincaverse,0,koksatol,1,koskatul,1,koksta,0,virtual,0,vertaul,0,versetula
15,2,phone,two,green,vunsuso,0,vintinva,0,vinsavol,0,vinsatul,1,vinsaverse,0,koksatul,0,vincerverse,1,koksa,1,kokktual,1,vincertula,0,verastula
15,2,phone,two,red,silkiltal,0,kasulki,1,volsatulsa,1,volsatulns,1,vinsaverse,1,vincewerse,1,tocatual,1,tactaul,1,kokksta,0,versatula,1,verastula
15,3,berry,one,blue,vinkuti,1,vinkuti,1,visitan,0,konsava,0,konsata,0,losanta,1,losanta,1,losilvant,0,losilva,1,losilva,1,losiltan
15,3,berry,one,green,tisilkan,1,tisilkin,0,lisatona,0,konsata,1,konsata,1,konsanta,1,losantan,0,losantant,1,dosilvan,1,losilvan,1,losantant
15,3,berry,one,red,tolvoltu,0,vusitu,0,konavak,1,konsava,0,konsata,0,konsalval,0,losantan,0,losantant,0,losantan,1,losanta,0,losantent
15,3,berry,three,blue,tovokon,1,totunso,0,vitusna,0,konsaval,0,lonsaval,0,konsalva,0,santa,0,loskilva,1,kosil,0,kilosilvan,0,kilosilva
15,3,berry,three,green,vunvokal,1,tovokon,1,kunakolv,1,konsaval,0,konsantal,1,konsanta,0,losantant,1,losantanta,0,loskila,0,kilosilvan,0,kilosantant
15,3,berry,three,red,tisasal,0,totunso,0,konsavol,0,konsaval,0,konsontal,0,lisalva,0,losantana,1,losantana,0,kilosntana,1,kilosantan,1,kilosilva
15,3,berry,two,blue,vonsalti,1,vinsalti,1,vinsito,0,konsatol,0,konsatal,1,konsantal,0,kilsilva,0,kilosilva,1,kilosilva,1,dosntana,0,dosiltant
15,3,berry,two,green,kosankun,1,kosankun,1,konsako,0,konsatal,1,konsontal,1,konsantal,1,kilsantana,1,losantan,1,dosilva,0,dosilvan,0,dosilva
15,3,berry,two,red,vansolkul,1,vansolkul,1,kusenalv,1,konsaval,1,konsontal,0,kilvalta,0,losantan,1,losantana,1,kilosantant,0,dossntant,1,dosantatnt
15,3,key,one,blue,valkosil,0,kultota,0,lislolva,1,lislolav,1,lisontal,0,lisanta,0,kilnova,0,kilsilva,1,dosilvant,0,dosilvan,0,lodant
15,3,key,one,green,suntokil,0,kultota,0,lisonav,1,lislov,0,lisonav,0,lisonav,1,doslantan,1,kilnova,1,dosilva,0,dosilvan,1,losanta
15,3,key,one,red,kulvunsal,0,konsisil,0,kunasval,0,lislova,0,lisolav,0,lisilva,0,kilsilva,0,dosanta,1,dosanta,0,losanta,1,losant
15,3,key,three,blue,totunso,1,totunso,0,kilsilva,1,kilsaval,1,kilsalval,0,kilsilva,1,kilsivnal,0,dosilvant,1,kilosilvant,1,kilosantent,1,kilodsntan
15,3,key,three,green,sinvakul,0,vunvokal,1,kilsosal,0,kilsolval,0,lisolval,1,lansantal,0,losnav,1,dosilvant,0,kilosantana,1,kilosilvan,1,kilosantsnt
15,3,key,three,red,kilsonton,1,kilsonton,0,kpnsalvil,0,kilsolval,1,kilsalval,1,kilsanva,1,kilsilva,0,dosilva,0,kilosantantant,1,kilosantan,0,kilosantent
15,3,key,two,blue,talkavol,1,talkavol,1,kilsanval,1,lisonta,1,lisonta,1,lisonva,1,loskilva,1,losilva,1,kilosilva,0,dosntana,1,dosantatnt
15,3,key,two,green,soltolvon,0,kosankun,0,lisonato,0,kilsolva,0,kilsonta,1,losanva,1,kilsilva,1,dosilva,1,dosilva,1,dosilvan,0,dosentant
15,3,key,two,red,vokulkon,0,kilsonton,1,kuneslv,0,lisonval,0,kilsolval,0,lisantal,1,santa,1,santa,0,dosantant,1,dosanta,1,dosanta
15,3,phone,one,blue,kultota,1,kultota,1,lislov,1,kilsonta,1,kilvolta,1,lisilva,1,kilsilva,0,kilsilva,0,kilosanta,0,dosilvan,0,losant
15,3,phone,one,green,susasi,0,tisilkan,1,kilsolvu,1,lisonav,1,lisonav,1,lisontal,0,dosanta,1,kilsantant,1,dosantan,1,losantant,1,dosant
15,3,phone,one,red,konsisil,1,konsisil,1,kunsavak,1,kilsolva,1,lisonav,0,kilsalva,1,losanta,0,kilsantan,1,dosanta,1,dosantan,1,losantant
15,3,phone,three,blue,tolsolka,0,talkavol,0,konsatol,1,lisontol,1,lisantol,1,kilvalsa,1,kilsilvan,1,kilsantant,0,kilosantant,0,kilosantanent,1,kilosantenent
15,3,phone,three,green,solkival,0,totunso,1,linasvol,1,lisantal,1,lisantal,1,lisanta,0,kilsalva,1,kilsantana,0,kilosantant,0,kilosantantant,1,kilosiltant
15,3,phone,three,red,vusitu,1,vusitu,1,konaslo,0,kilsonval,1,kilsolval,1,lisontan,1,kilsanta,1,kilsantana,1,kilosantanant,1,kilosantantant,0,kilosantant
15,3,phone,two,blue,silsonson,0,talkavol,0,kilsovla,1,kilsolva,0,lisontal,1,kilsanta,0,kilnova,1,kilnova,0,kilosilva,0,dosnta,0,dosanttat
15,3,phone,two,green,valvalsol,1,valvalsol,1,lissonta,1,lisvolta,1,lisotal,0,kilsantan,1,losanta,0,kilsantana,0,dosilvant,1,dosantan,0,dosantant
15,3,phone,two,red,kultolval,1,kultoval,1,konsolvi,1,kilsalva,1,kilsalva,1,kilsanta,1,dosailva,0,kilsanta,1,kilosantant,1,dossantant,1,dosantana
15,4,berry,one,blue,tonsisa,0,tonvulta,1,sinolta,0,nistra,0,devestra,1,desvtra,1,shanito,1,shenita,1,shento,1,shento,0,sjetaa
15,4,berry,one,green,tultokan,1,nivoltil,1,sinolta,1,denatra,1,sinma,0,shantito,1,shanito,0,shenito,1,shentra,1,shenta,1,shrtra
15,4,berry,one,red,vilkunsi,0,vandolin,0,dinosta,0,niloto,0,sinma,0,sinma,0,shinito,1,lelnito,1,shento,0,shento,1,shrtra
15,4,berry,three,blue,tultunvun,1,sinkako,1,sinestra,0,nilota,1,davito,1,davito,1,lolinitro,1,shenitra,0,shenitra,0,shentrio,0,shetrio
15,4,berry,three,green,volsusal,0,kankova,1,dolna,0,devolta,1,sinata,0,shantito,0,lolinito,0,shenitro,0,shenestra,0,shentrio,0,shetra
15,4,berry,three,red,kintonsan,1,linvolna,1,denestro,1,sinlo,0,dinato,0,sinma,0,lelinito,1,lelinito,1,shenistro,0,shentrio,1,shertiro
15,4,berry,two,blue,tikanvul,1,saltunvo,0,novosto,1,lilova,1,sinma,0,davito,0,shenitra,1,shenito,0,shenitro,0,shentra,1,shetra
15,4,berry,two,green,kolsilvo,1,sinvolsil,0,nisostro,1,dinata,1,shantito,1,shantito,0,shanito,0,shenita,0,shento,0,shentro,1,shetra
15,4,berry,two,red,volkosil,0,kasokun,1,davosta,1,denestro,1,divestra,1,davito,0,shanitilo,0,shenitro,1,shenitro,1,shentra,0,levtra
15,4,key,one,blue,kunvuntil,1,kindolo,1,vinolta,1,novestro,1,novolito,0,nevestro,1,devestra,1,devestra,1,divtro,1,divtro,1,devtro
15,4,key,one,green,sinvilkil,1,sivolna,1,nilovta,0,lilovna,0,divestra,0,nevestra,0,nevestra,0,lolnito,1,devtra,1,divtro,0,drvtra
15,4,key,one,red,sinsilva,1,sinvosil,0,denolta,0,denasto,1,sinma,0,nosvtra,1,devitro,1,devitro,1,divtra,1,divtro,0,shetro
15,4,key,three,blue,vanvolvin,1,vilkanvo,1,linestra,1,divestra,1,novolito,1,nevestro,0,devestro,1,devestro,0,devistra,1,devstra,1,dvetria
15,4,key,three,green,vusantal,0,kintovan,0,nivolta,1,denestra,0,novestra,1,novestra,1,divitra,0,dovitro,0,devestro,0,divstra,1,devstra
15,4,key,three,red,tonsavol,1,kankolvan,1,denato,1,dinato,1,novolito,0,novestro,1,devestra,0,divitra,1,devestra,1,devstra,0,devtria
15,4,key,two,blue,vulkasil,0,sinvosal,0,linovta,0,lilovona,0,novestro,1,devestra,1,devitra,1,devestro,1,devestra,0,devetrio,1,devtro
15,4,key,two,green,tilvilvun,0,livosta,1,nistro,1,denoto,1,sinata,1,nevestra,1,devitra,0,lolinito,1,devestro,1,devtro,1,devtra
15,4,key,two,red,kulkansun,1,kavosil,1,dinalvo,1,develtro,0,sinma,0,novetra,1,divitro,1,divitro,1,divistro,0,devtro,0,devtro
15,4,phone,one,blue,konsanvo,1,volsinva,1,linostra,0,sinota,0,lilnoto,0,lilnoto,1,lolnito,1,lolnito,0,loltra,1,lolnito,0,devtra
15,4,phone,one,green,soltivi,1,kovalkin,0,nilosto,0,devolta,0,lilnoto,1,lilnoto,0,devitra,0,lolnito,0,lolnito,1,lolnitro,0,devtra
15,4,phone,one,red,volsosu,1,sinvosil,0,dinolvo,1,sinma,1,sinma,1,sinma,1,devito,1,devito,1,loltro,1,lolnitro,0,liontro
15,4,phone,three,blue,kunsinvin,0,vantoli,0,linolvo,0,lilnoto,1,lolinoto,1,lolinoto,0,devestro,0,lolinitro,0,lolinitra,1,lolnistra,0,lointro
15,4,phone,three,green,vansalki,0,vinvala,0,niloto,1,sinota,1,dinato,1,lolinoto,1,lolinito,1,lolinito,0,lolinitro,1,lolnistra,1,liontrio
15,4,phone,three,red,silsanvun,0,koltovan,0,devolto,0,lilovno,0,dinestro,1,lolinoto,0,dovitro,1,lelinitro,1,lolinitro,0,lolnitra,1,linrro
15,4,phone,two,blue,tunvulsun,1,dolvansal,1,vasokun,0,lolinoto,1,lilnoto,0,nevstra,1,devestra,0,lolinitro,1,lolitra,0,lolnestro,1,devtria
15,4,phone,two,green,siltilvon,0,kovani,0,devolta,1,devolta,0,desvtra,1,divito,1,devitro,0,lolinita,0,lolnito,0,lolnitro,1,liontro
15,4,phone,two,red,vuvonti,0,divanka,1,lilolvna,1,dinatrana,0,novlito,1,desvtra,0,divitra,1,lelinito,0,lolnitro,1,lolnestra,1,liontro
15,5,berry,one,blue,savovul,1,vitavol,0,savital,0,klisisal,1,kikili,1,vavvusol,1,kikisal,0,kikital,0,kikial,1,kikia,1,kikia
15,5,berry,one,green,tinkunkil,1,savital,1,tavital,1,klikisin,0,tvital,1,kikial,1,kikial,0,kikital,1,kiikial,0,kikial,0,kiikia
15,5,berry,one,red,vinsalta,1,vativol,0,kavital,0,talvikol,1,vikkosol,1,kiiksol,1,kiiksal,0,kiikial,0,kiikal,0,kikial,0,kikita
15,5,berry,three,blue,vokolta,0,vetivol,1,savital,0,taminol,0,talvisol,0,kiikaki,1,kikial,1,kiikital,1,kikital,1,kikitia,1,kikitia
15,5,berry,three,green,vonsonvu,0,tevital,0,sakital,0,talvisol,0,tominal,0,kiikiisol,1,kiikital,1,kiikitial,1,kiikitial,1,kiikitia,1,kiikitia
15,5,berry,three,red,tonkonsil,0,tavitol,1,kalvital,0,talvisol,1,savitol,0,kiikisal,1,kiikiisal,0,kiikial,0,kikital,0,kiikital,1,kiikital
15,5,berry,two,blue,vilvatol,1,vilkisin,0,malitol,1,kilikik,1,talvisol,0,kiikaki,0,kiikisol,0,kikial,1,kikial,0,kiikial,0,kikial
15,5,berry,two,green,tulkinki,1,sativol,1,talvtiol,1,vavvisol,1,vavvisol,1,vuvasol,0,kikital,0,kikital,0,kiikial,0,kiikial,0,kiiki
15,5,berry,two,red,sankulsun,0,vulvitol,0,tavikal,1,klakisin,0,vilvisol,0,kiilka,0,kiikial,1,kiikial,1,kikitial,1,kikital,0,kikital
15,5,key,one,blue,vakankal,0,silkitol,1,tamital,1,klivisil,0,savitol,1,tatitol,1,travtal,1,travtal,1,travasol,0,travatal,0,travasol
15,5,key,one,green,volkonvan,1,salvikol,1,tikitol,1,valvikal,1,tvital,0,tavasol,0,travsal,0,vavusol,0,vavusol,1,vavasol,0,vavusal
15,5,key,one,red,kantunton,1,kelvitol,1,kavital,1,vilisol,0,tavisol,1,stavtol,1,stavtol,1,stavtol,0,savusol,1,savutol,1,savutol
15,5,key,three,blue,vilkinvo,1,tilkisin,0,savital,1,vilkasol,1,talvisol,1,tavvikal,1,tatital,0,tavvusol,1,travasol,1,travvusal,0,travvusal
15,5,key,three,green,solkinson,1,solkinson,0,tvital,1,NA,1,tominol,1,savitol,1,vavvusal,0,vavvusol,0,vavvusal,1,vavvasol,0,vavvusol
15,5,key,three,red,kalsaku,0,silkisin,1,tavital,0,klalvisa,0,vavvisol,0,savvotol,1,savvitol,1,stavusol,0,savvasal,1,savvusal,0,stavvutal
15,5,key,two,blue,kavintal,1,vativol,1,mal,0,talvisol,1,kiliik,1,tavisol,0,travsal,0,travusol,1,travasol,0,travusal,1,travusol
15,5,key,two,green,tinkilki,1,vilvita,1,vilvita,1,vilvita,0,vavvisol,0,tavasol,0,travasal,1,vavvusol,0,vavvusal,0,vavvusal,1,vavvusal
15,5,key,two,red,tunsalvun,1,savitol,0,kavital,0,vilvisol,1,vilvisol,0,savvusol,1,travvusol,1,stavvusol,1,stavusol,0,stavutal,1,stavutal
15,5,phone,one,blue,kankalkin,0,savitol,1,satival,1,talvisal,0,savital,1,tavisol,0,tavvosal,1,travsal,1,travatal,1,travusol,1,travusol
15,5,phone,one,green,vilkanki,0,tilkilsin,1,tkitisin,0,tvital,1,tvital,0,tavisol,0,vavvosal,1,vavusol,1,vavusal,0,vavusol,1,vavusol
15,5,phone,one,red,sulkuta,1,kilkisin,1,klikisin,1,valvakol,1,vikkasol,1,savvoso,0,travasol,1,stavusol,0,stavusal,1,savatol,1,savatol
15,5,phone,three,blue,kukoltin,1,tamitol,1,sovital,0,savitol,1,talvisol,0,kikiilak,0,vavvusol,1,travasal,1,travvusol,1,travutol,1,travutol
15,5,phone,three,green,tikaton,0,solkinson,0,sovital,1,tominal,1,tominal,1,tavisol,1,travvosol,1,vavvusol,1,vavvusol,0,vavvusal,0,vavvusal
15,5,phone,three,red,vinkilvo,0,vativol,0,klikisin,0,klikisol,0,tominaol,0,vuusoltav,0,savvatol,1,stavvusol,0,savvatal,1,savvutal,1,savvutal
15,5,phone,two,blue,sulsovul,1,kavitol,1,tamitol,1,klavasol,0,killik,1,travasal,1,stravtol,0,travvasol,1,travasal,1,travasol,1,travasol
15,5,phone,two,green,kotonson,0,tekitil,0,kamitol,1,tolvisa,0,vavvusol,1,savital,0,travosal,1,travusol,0,vavusol,0,vavusal,0,vavvusol
15,5,phone,two,red,vultiltol,0,sativol,0,savitol,0,klikiso,1,vilvisol,1,travvusol,1,travvasal,0,stavusol,1,savatol,1,savutal,1,savutal
15,6,berry,one,blue,tulkutun,1,talkovi,0,talkavi,0,kufalo,0,tyalki,0,fusoli,0,vivolo,0,vivolos,0,tlako,1,tlako,1,soilio
15,6,berry,one,green,kasolkal,1,tunkovan,1,tunkaen,1,tisolo,0,tyalki,1,tykalki,1,olio,0,fusolo,0,fulsil,0,vivol,0,thanslo
15,6,berry,one,red,vintulsa,1,tintukan,0,virtosos,1,sisoto,1,olio,1,olio,1,olio,0,olio,1,fusflo,1,fusflo,1,fuslo
15,6,berry,three,blue,saltolvu,0,vansulso,1,titosa,0,tnankalo,0,visolos,1,vivolos,0,vivolos,1,vivsolo,1,vivolo,0,taliko,0,tkalnos
15,6,berry,three,green,sutotun,1,talkovi,0,vantulen,1,visolo,1,tnakolo,1,fusolio,0,fusolios,1,fusolio,1,tknols,1,tknols,1,fusrlas
15,6,berry,three,red,vovanvul,1,tinkolva,1,vinsula,0,tifuldi,1,tnakolo,0,fusolio,1,oilios,1,oilios,0,vivilal,1,vivilal,0,fusro
15,6,berry,two,blue,vilkosi,0,talkova,0,tyosol,0,tosio,1,fusilo,1,vivolo,1,tyalkia,1,vivolos,1,fulfo,0,tlako,0,taknols
15,6,berry,two,green,sakolto,0,tulkavi,1,tyalki,1,tyalki,1,fusolio,1,fusoli,0,vivolos,0,fusolos,1,viviol,1,viviol,0,orlol
15,6,berry,two,red,tuvoko,0,vankovan,1,virtosa,0,tinkalo,0,fusoli,1,fulsoli,1,olios,1,oilio,0,olios,1,olios,0,skrlol
15,6,key,one,blue,tintukan,1,tintukan,1,tunkalen,1,vitulon,0,tinkoslo,0,fulsolo,1,vivlo,1,vivlos,1,fthlo,0,tlakil,0,fusra
15,6,key,one,green,vutunsol,0,vinsunsul,1,titoso,0,tinkalon,0,fusolo,1,tyalki,1,tylanki,1,tkanklo,0,tflo,0,thkols,0,taknol
15,6,key,one,red,votinsal,1,votinsal,0,vantulsis,1,inolso,1,tinkalon,0,tnakolo,1,tankalo,0,tyanki,0,totll,1,totll,1,skolnal
15,6,key,three,blue,sasinvol,0,vunsinsul,1,talkavi,1,tnakalon,1,tnakfulon,0,vivolos,0,tkanlon,1,tkansolo,1,talol,1,tklol,0,taknol
15,6,key,three,green,vonkavi,1,vonkavi,1,virtosis,0,tinkfulon,1,tnakalon,0,tnakolan,1,fusolios,0,tkankos,1,tkanko,0,thonls,1,talios
15,6,key,three,red,vunsinsul,1,vunsinsul,0,tonkalen,0,torsosi,0,tnakfulo,1,tankalon,0,tkanlos,1,tkanlos,0,oliosl,0,tvoilil,1,fusrol
15,6,key,two,blue,takolti,1,takolti,1,virtosa,1,tinkalon,1,tankoslo,1,vivolo,0,tkankolo,1,tkanklo,1,thilo,0,tklol,1,tknloal
15,6,key,two,green,toltatil,0,vonkavi,0,tisosa,1,virtoso,1,tinkalon,1,tinkalon,1,tyanklan,1,tkanklos,1,tholo,1,tholo,1,thonis
15,6,key,two,red,tunkovon,1,tunkovon,1,vantulen,0,tinksaso,1,tinkalom,0,fulolios,0,tkankalon,0,tkansolo,0,tolol,1,tolol,1,olano
15,6,phone,one,blue,sakusal,0,tusosu,1,vinsula,1,vakalvi,0,oslso,0,vivolo,0,vivolo,0,vivlos,0,tknol,0,tlolkil,1,soloi
15,6,phone,one,green,sansulkil,0,tulkavon,1,tunkaen,0,vitso,0,tsylo,1,tsylo,1,tkanli,0,tyankli,1,thankols,1,thankols,1,skril
15,6,phone,one,red,toltonsi,1,talkovi,1,tulvalon,1,tisoso,0,fusilo,0,fusolo,0,olio,1,olio,0,sulso,1,sulso,0,salnos
15,6,phone,three,blue,kinkolka,0,tusoso,0,vantulen,0,tnakfalo,1,torsoso,0,vivolos,1,vivolan,0,tkankli,0,tkanoks,0,talkols,0,olios
15,6,phone,three,green,tusoso,1,tusoso,1,tnakulen,1,fokalo,0,vivolo,1,tnakolos,0,fusolios,0,fusolios,1,tknokos,1,thnokos,1,tknols
15,6,phone,three,red,vakonto,0,tusoso,0,vantulen,0,torsoso,1,torsoso,1,torsoso,0,vivolos,0,oilios,1,tkonl,0,tkolodls,1,tkanlan
15,6,phone,two,blue,visulvol,1,talkovi,0,tinkfulon,1,tinkfulon,0,visolo,1,tankoslo,1,vivosolo,1,vivosolo,1,tkankos,1,tkankos,1,frarnl
15,6,phone,two,green,tivulsin,0,tusoso,0,tinkalen,1,vivalo,1,visolo,0,visolo,1,tyankli,1,tyankilo,1,kgtok,1,kgtok,0,srkaln
15,6,phone,two,red,tinsavol,1,tusoso,0,virtoso,1,virsoso,1,soloio,0,tankalon,1,tkanklo,1,oilios,0,thanko,0,solios,1,tklol
15,7,berry,one,blue,sasosul,1,kutnto,0,solito,1,solito,1,solito,1,solito,0,salvoto,1,salpika,0,pika,1,pika,0,manpika
15,7,berry,one,green,valtisun,1,santioto,1,santioto,1,santioto,0,salito,0,kalsit,1,salpiko,1,kalpika,0,solpika,0,pika,1,pika
15,7,berry,one,red,tintivol,0,sunsito,0,kanko,1,kanko,0,konsit,1,konsit,1,konpiko,0,valpika,0,kalpika,0,piko,0,pika
15,7,berry,three,blue,vinvonkol,0,sansito,1,sansito,1,sansito,1,sansito,1,sansiko,0,sanvito,1,salpiko,0,salpika,0,valpika,0,vanpika
15,7,berry,three,green,katinso,1,likuo,1,likuo,0,kansito,0,salito,0,kalsito,1,kalvito,1,salpiko,0,salpika,1,calpika,1,calpika
15,7,berry,three,red,visulvun,0,kaliso,0,kontiso,1,kontiso,1,kontiso,1,antiko,1,kalvitos,0,valpika,1,valpika,1,canpika,0,canpika
15,7,berry,two,blue,vanvosa,0,vuntiko,1,vuntiko,1,vuntiko,0,kantisa,0,santiko,1,sonvito,0,kanpiko,1,kanpiko,1,canpika,1,manpika
15,7,berry,two,green,sultinkol,1,nantuno,1,lont,0,kontiko,1,kantiko,1,kalito,0,kanpiko,1,kanpiko,0,kalpika,1,calpiko,0,canpika
15,7,berry,two,red,vatonsol,0,kankuno,0,sontio,1,sontio,0,kolsita,1,kolito,0,konvito,1,valpika,0,kanpika,0,valpika,1,vanpika
15,7,key,one,blue,tusinvin,0,kansuto,0,solto,1,kansoto,1,kansoto,1,kasoto,1,sosoto,0,solto,0,solto,1,solto,1,manvolto
15,7,key,one,green,kanvivin,1,vultisol,1,kansoto,1,kansoto,0,kansoto,0,kalito,1,kansulta,1,solto,1,solto,0,salsito,1,volto
15,7,key,one,red,sontuntil,1,kaslito,0,kansoto,0,kolto,1,kolto,1,kalsito,0,kanvoto,1,kansolto,1,kansolto,1,valsolto,0,volva
15,7,key,three,blue,sonsivun,1,kutna,0,sontio,0,konso,1,konso,0,sansoto,0,sansoto,0,salsolto,1,salsolto,1,calvulta,1,manvolta
15,7,key,three,green,kusinka,1,kutken,1,konto,1,konto,0,kalsoto,1,kansoto,1,kansolto,0,valsolto,1,valsolto,1,valvulta,0,vanvolto
15,7,key,three,red,tulsasil,0,kanso,1,kanso,1,kanso,1,konso,1,kansoto,0,konsoto,1,valsot,0,kansolto,0,cansilto,1,vonvolta
15,7,key,two,blue,sutilvul,1,sansitol,0,kalso,1,kalso,0,konsiko,1,sansoto,1,sonsoto,0,kansoto,1,kansoto,0,cansolto,1,manvolta
15,7,key,two,green,suvuko,0,kultisol,1,kultisol,0,kolso,1,kolso,1,kalsoto,1,kalvola,1,kalsoto,1,kalsolto,0,salsilto,1,vanvolt
15,7,key,two,red,vakonki,1,kansilto,1,kansilto,0,konso,0,NA,0,kansoto,0,kalsota,0,kalsolto,1,kalsolto,0,cansolta,0,vanvolta
15,7,phone,one,blue,kilsolta,1,sunto,1,sunto,0,kultiso,1,kontiso,0,sanolta,1,sanvuta,1,vuta,1,vuta,1,vilto,0,votla
15,7,phone,one,green,tuntunsan,0,vultiso,1,vultiso,1,vultiso,0,kansolta,1,kansolta,1,kalvuta,0,kalvuta,1,kalvuta,1,calvolto,0,volto
15,7,phone,one,red,sintuntu,0,kutlito,0,valr,0,kaltiso,1,kaltiso,1,kansolta,0,kalvuta,1,kanvuta,0,kanvuta,0,vilto,1,volto
15,7,phone,three,blue,vanvalvul,1,kansito,0,kanso,0,vuta,1,vuta,0,sansolta,0,sanvuta,0,salvuta,0,salvuta,1,calvolto,1,panvolta
15,7,phone,three,green,kaltason,1,sutisol,1,sutisol,1,sutisol,0,vuta,1,vuta,1,vuta,1,vuta,0,valvuta,1,valvolto,1,valvolta
15,7,phone,three,red,kotunki,1,kuna,1,kuna,1,kuna,0,kansoto,0,kalsitos,1,konvuta,1,kanvuta,1,kanvuta,0,valvilto,1,vanvolta
15,7,phone,two,blue,kinkunvi,1,sutlito,0,sansilto,0,kalito,1,kantoka,0,sansitas,0,salvuta,0,salvuta,1,salvuta,0,valvuta,0,manvolto
15,7,phone,two,green,tivoson,0,sutiso,1,sutiso,0,solta,1,solta,0,kalsolta,1,kolvuta,1,convuta,1,convuta,1,canvilto,0,vanvlta
15,7,phone,two,red,vinsalsin,0,klutio,0,solto,0,kontoka,1,kontoka,0,kalsolta,0,konvuta,0,volvuta,1,volvuta,1,canvilto,1,manvolto
15,8,berry,one,blue,kovantin,0,sonikal,0,sonsu,1,sonsu,1,sonsu,0,vinponi,0,vinsonsi,0,echtonsi,0,elchtrol,1,susponi,1,susponi
15,8,berry,one,green,vunkintu,0,tinsaku,0,tonsonsi,1,sonsonu,0,vinsonsal,0,vinsoni,1,vinsoni,1,vicsoni,1,visconi,0,elctrolini,1,susponi
15,8,berry,one,red,vinkovul,1,konsonal,1,kaviva,1,kaviva,1,kaviva,0,kaponsi,1,sapoin,1,saponin,0,saponsi,0,suponsi,1,susponi
15,8,berry,three,blue,kavivi,1,kavivi,0,sonsokal,0,konsonsu,1,konsonsu,1,sapoin,1,sapoin,0,elchronto,1,echtroli,0,susperonsin,0,elecontronsi
15,8,berry,three,green,salvunsu,1,vinsonsi,1,vinoni,1,vinsoni,1,vinsoni,1,vinsoni,0,sapoin,0,visconsi,1,visconini,0,elchtrol,1,electronsi
15,8,berry,three,red,vatonsi,0,tonsunu,1,kaviva,0,sonviva,0,katonsal,0,vinsoni,0,sapoin,0,saponisni,1,sasponsoni,1,sasponsini,0,ecocontroni
