TrainingSetSize,DiffusionChain,Shape,Number,Color,Form.0,Seen.1,Form.1,Seen.2,Form.2,Seen.3,Form.3,Seen.4,Form.4,Seen.5,Form.5,Seen.6,Form.6,Seen.7,Form.7,Seen.8,Form.8,Seen.9,Form.9,Seen.10,Form.10
12,1,phone,three,blue,tiviti,0,konsilvu,0,volvovin,0,ekalin,0,vualu,0,elkesin,0,elklakin,0,ekisen,1,ulkisen,0,ulkisen,1,voloa
12,1,phone,three,green,sonsiltu,1,vansolvu,0,kintalu,1,vuvlu,1,ekalua,0,elklakin,1,elklakin,0,elkisen,0,ulkisen,1,ulkisen,0,voluluoa
12,1,phone,three,red,tukintol,1,volvovil,1,vovosin,1,volvolin,1,eklasin,0,elkesin,0,eklakin,0,elkisen,0,elkisen,0,ulkisen,0,volula
12,1,phone,two,blue,kovosol,1,sonsil,1,ersolen,0,velin,0,vulua,0,elkesin,0,elkisen,1,elkisen,0,ukisen,1,ukisen,1,ukesin
12,1,phone,two,green,vusalkil,1,kintaku,1,ersolen,0,velsin,0,volua,1,elkisen,1,elklakin,0,ekisen,0,ulkesin,0,u,0,ukisen
12,1,phone,two,red,silvasi,0,ertuvu,0,volvosin,1,vulvsin,0,vuvulu,0,elkesin,1,elkisen,0,elkisen,1,ukesin,1,ukesin,1,ekisen
12,2,berry,one,blue,tintunsol,1,tintunsol,0,soltonvan,0,silkisil,1,silkison,0,silicil,0,silisun,1,silisun,0,silicin,0,silisul,0,silisul
12,2,berry,one,green,sivinki,0,vitilisan,1,silkasoli,0,silkisol,0,silkisol,0,silison,1,silison,0,silison,0,silisul,0,silli,1,silli
12,2,berry,one,red,vunsunvul,0,viltisun,1,viltisun,0,silisun,1,silisun,1,sillisol,0,silisin,0,silicil,0,silisul,0,silicil,1,celisil
12,2,berry,three,blue,sovonval,0,soltovan,1,soltonvan,0,silkithree,0,silkisun,1,sillisun,1,sillisun,1,sillisul,1,silisul,1,silisul,1,kovoicon
12,2,berry,three,green,vonsalvin,1,vonsalvin,0,silkasolin,1,silkisol,0,silkisol,0,sillison,1,sillison,1,sillisul,0,silisul,0,silisol,1,sillisol
12,2,berry,three,red,kilkalvol,0,tiltasun,1,tiltasun,0,silkisun,0,silkisol,1,sillicon,0,sillisin,0,sillicin,1,silicin,1,silicil,0,sillisol
12,2,berry,two,blue,tinvuvi,1,tinunvil,0,soltonvan,1,silkivol,0,silkisol,0,sillicun,0,silisun,0,silisul,1,silisul,0,silisul,0,kvoikon
12,2,berry,two,green,silkalsi,1,silkasoli,1,silkasoli,1,silkisol,1,silkisil,1,sillison,0,silison,1,silisul,0,sillisul,0,cilisil,1,silisol
12,2,berry,two,red,tilsika,1,tilsiken,0,tiltasun,0,silkison,1,silkisol,0,silisol,1,silicil,1,silicil,0,silicin,0,silicil,0,cellisol
12,2,key,one,blue,vonvonvil,1,vonvonvil,0,tilvansun,1,tiltisun,1,kolvansun,0,tilitol,1,tilitol,1,tiliton,1,tiliton,1,tiliton,0,tilittol
12,2,key,one,green,viltilva,1,vinvuta,0,vinvunta,1,tiltison,0,kolvosun,0,tiltitil,0,tilitol,0,tillitul,0,tiliton,0,tiliton,1,tilitol
12,2,key,one,red,votunvan,0,vinvasol,0,vitisonvon,0,tiltison,0,tilison,1,tilitil,1,tilitil,0,tilitul,1,tilliton,1,tillitil,0,celisol
12,2,key,three,blue,tilvasun,1,tilvansun,1,tilvansun,0,tilvansun,1,kolvoison,0,tillitison,0,tillitul,1,tillitul,1,tillitil,0,tilliton,0,tilliton
12,2,key,three,green,vivunta,1,vinvunta,0,tilvansun,0,tiltison,1,kolvoison,0,tiliticon,1,tillitol,0,tillitol,0,tillitul,1,kovoikan,0,tilliton
12,2,key,three,red,sakisul,0,vonvonvil,0,tiltasun,1,tiltisun,0,tiltison,0,tilliti,0,tillitil,1,tillitil,1,tillitul,0,tillitin,0,tilitton
12,2,key,two,blue,vilsako,0,tilvasun,0,tilvansan,0,tiltisun,0,kolvansun,0,tillisun,1,tilitol,0,tilitul,0,tillitul,0,tilliton,1,tillito
12,2,key,two,green,silkavon,0,vinvunta,1,vinvunta,0,viltison,0,tilisun,0,tilkisun,0,tilison,0,tillitul,0,tillitul,0,tillitton,1,tillitol
12,2,key,two,red,soltonvan,1,vinvasol,0,vintisonvon,0,tiltisun,0,tiltiti,0,tiltisun,0,tilitil,1,tilitul,0,tillitil,1,kovoican,0,tillitan
12,2,phone,one,blue,sunkilsul,0,kansovan,1,kansovan,1,kolvansun,1,kolvoison,1,kplovicin,0,koivoicu,0,kvoikon,0,kovoicon,0,vokoikan,1,kovolkan
12,2,phone,one,green,sitilvon,1,vitisonvon,1,vitisonvon,1,vilkisun,0,volkunson,1,volkoson,1,volkosun,0,kvolcan,0,vokoikan,1,kvoikan,0,kovokan
12,2,phone,one,red,kakatul,0,soltonvan,1,tilvansun,0,kolvoson,0,kolvoisun,1,kolicin,1,koivoicin,0,kvoik,0,kvoicon,1,kvoikan,1,kvoikan
12,2,phone,three,blue,vokisu,0,kansouvan,0,soltonvan,0,kolvoson,0,tiltisun,1,kolvoyicin,0,koivoicun,0,volkoikul,1,volkoicon,1,volkoicon,1,kovoicon
12,2,phone,three,green,tuvuta,0,vinvunta,0,viltivivon,1,viltivon,0,kolvoison,0,voulkisun,0,volkoicon,1,volkoicon,1,volkoikan,1,kovoikan,1,kovokon
12,2,phone,three,red,kansovun,1,kansovan,0,viltivison,1,volcivon,1,tiltison,1,kovoicin,1,koivoicin,1,kvoilkul,1,kvoikul,0,kvoikan,0,kovolkan
12,2,phone,two,blue,tunvulsi,0,tilvasun,1,tilvansan,1,kolvoison,1,kolvansun,0,koulvoisun,1,koivoisun,0,kovoicon,1,kovoicon,1,kovoikan,0,kovolko
12,2,phone,two,green,sonvonsul,0,viltvivon,1,viltvivon,1,viltisan,1,kolvansun,1,voulkeson,0,volkuson,0,kovoikan,1,vokoicon,0,kovoicom,0,kolvokon
12,2,phone,two,red,konvilta,0,kansovan,0,soltonvan,0,tiltiti,1,tiltiti,1,kolvoicin,0,kovoicin,1,kovoicon,0,kvoikan,1,vokoioc,0,kovokan
12,3,berry,one,blue,tonvunkil,1,tonvunkil,0,kalkuto,1,kakuto,1,kakuto,0,toltivul,0,kakut,0,kamule,0,tuvie,1,buedo,1,buedo
12,3,berry,one,green,volsolku,0,tontilsul,1,tontisul,1,sulvini,0,kakuto,0,tutiso,0,sulvinea,0,kamit,1,kamit,1,kimedeo,0,truelo
12,3,berry,one,red,totilso,1,totilso,1,totilso,0,tontivi,1,kakuto,1,suvensil,0,kamut,1,taulvia,1,tualvia,1,truelo,0,buedoet
12,3,berry,three,blue,vikulku,0,tontisul,1,tontisul,0,tontisul,1,sulvinsul,0,taltisto,0,tolvutal,1,sulvina,0,tulvido,1,truelia,0,kimo
12,3,berry,three,green,volkansol,1,volkansel,0,vivivon,0,toltsiso,0,sulvinsul,0,tolvtual,1,sulvinea,0,sulviet,0,kamits,0,kimues,0,kimodets
12,3,berry,three,red,tovilvon,0,toltilso,1,toltivi,1,tontido,1,tontido,0,tontuiso,1,tivutal,1,sulina,0,kamiet,0,truelo,0,kimole
12,3,berry,two,blue,kotunsal,1,tontisul,0,kotunsul,0,kakuto,0,sulvini,1,sulvino,0,sergissil,0,sulvinea,0,kameui,1,truelas,0,buedos
12,3,berry,two,green,kolsinsu,0,totunsil,0,toliviv,0,sulvini,1,sultidi,0,sulkiviki,1,soldual,1,solduet,0,kamit,0,kimode,1,kimode
12,3,berry,two,red,totukan,0,tultiku,0,tontisul,0,toltsul,0,kakuto,0,kakivi,1,sulvinea,0,sulvinea,0,tualvido,1,truelas,0,kuedos
12,3,key,one,blue,kalkulto,1,tonvunkil,0,vivivon,0,tolvini,1,sulvinsul,0,sulvino,1,kokisil,1,kameui,1,tuldie,1,truela,0,kimedeo
12,3,key,one,green,sitiltol,0,kalkulto,0,tontisul,0,sulvino,0,tolvntul,1,sulvinea,1,sulvinea,1,kamei,0,tuldie,0,kimedo,0,kemod
12,3,key,one,red,kunsonkon,0,vilvivun,0,totislso,0,tontivul,0,sulvini,0,kakivas,0,kakut,0,kamut,1,soldet,1,kimos,1,kimos
12,3,key,three,blue,vilvilvon,1,solsulsu,0,tolvivi,1,tontisul,0,kakivi,0,suvinsil,0,tortual,0,tuldie,1,kamidos,1,kimods,1,kimods
12,3,key,three,green,sonsinva,0,vilvulsil,0,totislo,1,toltiso,1,sulvinsul,1,tonista,0,sulvdoval,1,sulvet,1,tulvido,0,kimedo,1,kimedos
12,3,key,three,red,solsalvil,1,tulkulkan,1,kotsul,0,tontisol,0,tontivul,1,senvissil,1,servissil,0,sulviet,0,solvido,0,kimole,1,kimole
12,3,key,two,blue,tintolvu,0,kotunsil,0,kotunsul,1,toltisul,0,sulvinsal,1,sulvania,0,tolvual,0,tulidoe,0,soldiet,0,kimedeo,1,kimedet
12,3,key,two,green,vinsuto,0,vivilvon,1,vivivon,0,sulvisul,1,sulvino,1,tonsvik,0,tolvtual,0,sulvinas,1,kamido,1,kimedet,1,kimedet
12,3,key,two,red,sultalku,0,tolvivi,1,tontilsul,1,toltivi,1,tontiso,1,kakisvi,0,tutilso,0,soldiet,1,soldiet,0,solidet,1,solidet
12,3,phone,one,blue,silsakil,0,kalkulto,1,toltsul,1,kakini,0,tultiso,1,tontisto,1,servilo,0,kamet,0,tulvie,1,truelo,1,truelo
12,3,phone,one,green,vonkankin,0,suvilvi,1,vivivon,1,tontido,0,tontido,0,kakivi,0,tivtual,0,kamiet,1,kameit,0,kimedo,0,kimeo
12,3,phone,one,red,sontilkal,1,sontikul,1,totilsdo,1,tontivul,0,tontiso,0,kakut,1,kakut,1,kamid,0,tulvia,0,truela,0,trelos
12,3,phone,three,blue,vinsikol,1,vinsikol,1,vinsikol,0,tontivol,1,kakivi,0,toltuval,1,tortiuso,1,sulviners,0,sulvit,0,solidet,0,truelos
12,3,phone,three,green,sulkansul,1,tuvlti,0,tolvivi,0,solvini,0,tontisvul,1,tultiso,1,sulvines,1,tuloido,1,soldivido,0,kimeo,0,kimdet
12,3,phone,three,red,tulkulkan,1,tulkulkan,0,tontisul,0,toltisul,0,toltivo,0,taltiso,0,trivitual,0,tovitual,1,kamiet,0,truelos,1,truelos
12,3,phone,two,blue,voltalti,0,kotunsul,1,toltiviv,0,kakivi,1,toltivi,1,suvinsil,0,tulituo,1,tuldie,0,soldiet,1,truela,1,truela
12,3,phone,two,green,tuvaltil,1,solkansul,0,sulivi,1,tontsol,0,sulvinsul,0,toltval,0,kilivil,0,sulvinea,0,kamiet,0,kimuela,0,treus
12,3,phone,two,red,saltovan,0,solsalvi,0,toltiso,1,tontisol,1,kakivi,1,kukisul,1,tovtual,1,sulvot,1,kamiet,0,truela,0,truelas
12,4,berry,one,blue,sunsunval,0,sonkiku,1,silkiku,0,sonluvon,0,suliki,0,sonkiki,0,clavon,0,sonliki,0,sonclovon,0,suki,1,suki
12,4,berry,one,green,valtisal,1,sulvavon,1,silklavon,0,silkuki,1,silkuki,1,kilik,1,kilik,0,suliki,0,sakil,0,suki,0,sanclav
12,4,berry,one,red,sonsulva,1,sinkutil,1,valkiki,1,kulkiki,0,vulclavan,0,clavon,0,laclavan,0,sonliki,1,suki,1,suki,0,suki
12,4,berry,three,blue,silkaku,1,sinkilku,0,silklivon,1,suliki,1,suliki,0,silkiki,1,sukliki,0,sulikikli,0,sanclilikil,1,sukliki,0,sukikiki
12,4,berry,three,green,suvontun,1,sovuntun,0,sonluvon,0,sulkuki,1,sulkuki,1,kilikiki,1,klikilik,1,sanlikilkki,1,sulikilik,0,sankloki,1,sukikiki
12,4,berry,three,red,kikavin,0,suvonkil,0,valkiku,0,vulkiki,0,vulclavon,0,sonkiki,1,sonkliki,0,sonkiliki,1,sakilikilik,0,suklik,0,sankikiki
12,4,berry,two,blue,sunvulti,0,silkiku,1,silkiku,0,silkuki,0,suliki,1,sukiki,1,suklikik,0,salikilki,1,sakikilk,0,sukiliklik,0,sankikiki
12,4,berry,two,green,talkilsun,0,sovuntun,0,valkiku,0,sulkuki,0,sulkiki,0,kiliki,0,klikilk,1,sulikiliki,1,sakilkil,1,sakilikl,0,sankloki
12,4,berry,two,red,solvontul,0,sinkutil,0,valkiku,0,vulclavan,1,vulclavan,1,sonkiki,0,sukilik,0,sulikiki,0,sakilkilli,0,sukiki,1,sikoven
12,4,key,one,blue,vatiltol,0,sinkilval,1,sonkiki,1,sulclavan,0,kulkiki,0,suki,1,suki,1,sulikiliki,0,suclovon,1,sikoven,1,sanclav
12,4,key,one,green,tutovul,0,sontoval,0,vulcuvon,1,silkiki,0,kiliki,1,kiliki,0,suki,0,suliki,1,sakil,1,sanlovin,0,sanclav
12,4,key,one,red,vavalku,1,vakilvu,1,valkiku,0,vulkiki,0,sonkiki,1,clavon,0,suki,0,suki,1,suki,0,sancoven,0,sanklik
12,4,key,three,blue,kansokon,0,vonsiku,1,sonluvon,1,sulkiuki,0,vulcavon,0,sulkiki,0,suki,0,sukilkilki,0,sanclovon,1,sukliklik,1,sukikiki
12,4,key,three,green,sinkunkin,1,sinkunkin,0,sulclavon,1,kilkiki,1,kilkiki,1,kiliki,1,siclavon,1,sukilkliki,1,sunlikillikk,0,siklikllik,1,sankikiik
12,4,key,three,red,kavonvi,1,kavinvi,1,vocluvon,0,sonkuki,1,sulkiki,1,sulikiki,0,sonkikik,1,sonklilikik,1,sakikllki,1,siclikliklik,0,sankikiki
12,4,key,two,blue,volvavu,0,vultisin,0,sonkiku,1,sonluvon,0,sonkiki,0,sukiki,0,suki,0,sukilkilki,0,saclavon,1,sancliki,0,sankloki
12,4,key,two,green,sontosi,1,sinkunvon,0,silklavon,1,sonclavan,1,sonclavan,0,clavon,0,klikik,0,sukilkilki,0,sulikil,1,sanclik,1,sankikik
12,4,key,two,red,konvinsa,0,sontoku,1,valcuku,0,sonkiki,1,sonkuki,0,sukiki,0,sonkliki,1,sonklikili,0,sucalki,0,siklik,0,sanklokiki
12,4,phone,one,blue,vovanku,0,vultilvon,0,sonkiki,0,sulkiki,1,vulkiki,0,clavon,1,clavon,0,sonclavon,0,saclacon,1,sikovn,0,sikoven
12,4,phone,one,green,vonsusal,1,vontilvun,0,sulvavon,1,sulkiki,0,vulkiki,0,clavon,0,clavon,1,clavon,0,suclaviki,0,sanklik,1,suki
12,4,phone,one,red,vintiltul,1,vintivul,0,valkiku,1,vulkiki,0,vulclavon,1,laclavan,1,laclavan,1,sonclavon,1,soncovonm,0,sukilik,0,sikoven
12,4,phone,three,blue,tosutin,0,silkilvon,1,sonkiku,0,kulkiki,1,kukiki,1,sulikiki,1,suklikik,1,suclavon,0,sukiliki,0,saclikilik,1,sukikiki
12,4,phone,three,green,vokuvon,1,vokuvon,1,sulvavon,0,vulkuki,1,vulkuki,1,clavon,0,klikikik,1,suclavon,0,saclkilki,0,saklikiki,1,sikliklik
12,4,phone,three,red,sansoltin,0,sikuvon,0,vulklavon,0,vulclavon,1,sonkuki,0,suclavon,1,sonclavon,1,sonclavon,0,sakikllik,1,sik,0,suklikiki
12,4,phone,two,blue,suntilti,0,susalku,0,silkiku,1,kulkuki,0,kulkiki,1,likiki,1,sukliki,1,suclavon,1,suclavon,0,sikilik,1,sukiki
12,4,phone,two,green,vultilvun,1,vultilvun,1,vulklavon,1,sullavon,0,vulkiki,0,clavan,0,sonclavan,0,suklikilkik,0,sukilkil,0,sanckilik,0,sukikiki
12,4,phone,two,red,tokinsa,0,vultilvun,0,silkiki,0,sunlaclan,0,sonkiki,0,sonkiki,0,suklik,0,sonlikiki,1,suclonkik,1,siklikkk,1,sukiki
12,5,berry,one,blue,tinvinvun,0,kilkakun,0,kilvansol,1,kilvansol,1,lisvanti,0,volkiki,1,volkiki,1,volkiki,1,dikiki,0,tsokiki,1,vol
12,5,berry,one,green,solsitul,0,sonsinkin,0,solkanki,0,akilvanki,0,tsovnti,1,tsolicki,0,volkiki,0,vol,0,tsokiki,1,tso,0,tso
12,5,berry,one,red,salvinsil,0,volvinin,1,sokanlok,0,akansol,0,asvonti,0,tsokicki,0,tsokiki,0,tsokiki,1,tsokikki,0,tso,0,tso
12,5,berry,three,blue,vilvuvun,1,vilvunvun,0,siltaviknol,1,sitavihnol,1,kicval,1,tsokicki,0,trivolik,1,trivolik,1,volden,0,tsokiki,0,tsokiki
12,5,berry,three,green,sonvunvol,1,sonvunvol,0,ikivanki,0,akilvanki,0,tsokickik,1,trikici,1,trivolik,0,volisnki,1,tsokikki,0,tso,1,tso
12,5,berry,three,red,soltinko,0,sonkilkona,0,akilvanki,1,akilvanki,0,listonvik,0,tolvos,0,tsovolski,1,tsovolski,0,tsokikki,0,tsokiki,0,tritso
12,5,berry,two,blue,tolsokin,1,tolsokin,1,soltovan,1,soltovan,1,tilkivant,1,dicat,1,dicat,1,dicat,0,dekikki,1,tsokiki,0,tsovol
12,5,berry,two,green,kunkilkol,1,kunkilkol,1,akankanil,0,akansol,1,stovin,0,divol,0,divolnet,0,volnet,0,tso,1,tso,0,tso
12,5,berry,two,red,konvusa,0,sonkinkin,0,akansil,1,akilvanki,1,tilvantik,1,tsovicki,1,tsokicki,0,tson,0,valinksi,0,tso,0,detso
12,5,key,one,blue,siltalvil,1,siltatavil,0,solvaniki,1,solvaniki,1,aldolki,1,dikicki,1,dikicki,0,dikiki,1,volnet,1,volden,0,tsovol
12,5,key,one,green,kinvatun,1,kimvatut,0,vankonol,1,vankonol,1,tsovol,0,vol,1,vol,1,vol,0,vol,0,vol,1,vol
12,5,key,one,red,tovolso,0,vonkinkin,0,tovulanki,0,slvanki,1,vontilk,1,dosvoc,0,dikiki,1,tsonet,0,tsokicki,0,tsokiki,0,trivol
12,5,key,three,blue,kokasun,1,kokasun,0,ikanvan,0,akilvankol,0,stolikc,0,voltiki,1,volnet,0,tsoviski,1,trisinki,1,trisinki,0,volsinki
12,5,key,three,green,vansakin,0,kokakana,0,akankan,0,NA,0,stovonk,1,trivolik,1,trivolik,0,tr,1,tr,0,trisinki,0,tsovol
12,5,key,three,red,kiviku,1,kivkiu,1,akankickki,1,akankickki,1,rosvi,0,trikicki,0,volinski,0,tsoviski,0,tsokicki,0,trivolden,1,tris
12,5,key,two,blue,kunvulkun,0,kickakak,0,ikanvan,1,ikanvan,0,loncoki,0,voltik,0,dikicki,1,dikicki,1,desinki,1,desinki,0,volsicki
12,5,key,two,green,tonkonku,0,akankanki,1,akankanki,0,akanvankickki,0,dosvoc,1,voliksi,1,voliksi,0,volnet,1,dikicki,0,desinki,0,tsosinki
12,5,key,two,red,vontunvin,1,vontunvin,0,akankiki,0,ak,0,lostivik,0,dolskiki,0,tsokiki,0,tsonet,0,dikiki,1,desinki,1,sinki
12,5,phone,one,blue,tikilsan,0,siltativil,1,tilvanti,1,tilvanti,1,tilvantik,0,volti,0,tsonet,1,tsonet,1,volden,1,volden,1,sinki
12,5,phone,one,green,kakiton,0,vonkickiki,1,kikanvol,0,vankonol,0,listovil,0,volnet,1,volnet,0,vol,1,vol,1,volden,0,tsosicki
12,5,phone,one,red,tuvuko,1,tovuk,1,tovuk,1,tovuk,1,silvanti,0,roltski,0,tsokicki,1,tsonet,0,tsokicki,1,disicki,1,trisicki
12,5,phone,three,blue,kikanvan,1,kikanvan,1,tolvansi,0,sol,0,tsavol,1,tsovolti,0,volinski,1,volinski,0,tsoviski,0,trisinki,1,volsinki
12,5,phone,three,green,talvilkin,0,tolviknsikn,1,kankanki,0,solvanki,0,lickkivol,1,tsodiki,0,trivolnet,0,volinski,1,tr,0,dekiki,1,tsosinki
12,5,phone,three,red,vulkolvun,0,kiviku,1,solvanki,1,solvanki,1,asvonti,0,tsicolto,0,tsoviski,1,tsoviski,0,tsovinki,0,trisicki,1,trisinki
12,5,phone,two,blue,kusuntil,0,kikanan,1,akanloki,0,NA,0,vontil,0,dovolsi,0,volinski,0,volinski,0,dikiki,0,volden,0,volsicki
12,5,phone,two,green,kulkunkun,1,akkainia,0,ikankicki,0,kvaki,0,tsoval,0,tsoviski,1,volnet,1,volnet,0,dekicki,1,tsodisicki,1,sinki
12,5,phone,two,red,vikalsa,0,vonkinkana,0,solkanvol,0,solvanki,0,kictickiv,1,dokicki,1,dokicki,0,tsonet,0,disinki,1,desicki,1,dekiki
12,6,berry,one,blue,valkilkan,0,valsunson,0,salsunvan,0,kilvaki,1,kilavaki,1,kilavaki,1,kilavaki,0,solanko,1,solanko,1,solraka,1,tolekara
12,6,berry,one,green,sunsanval,1,valshuson,1,samsunal,1,tuliki,0,tulava,0,sulava,0,kilavaki,0,toleranka,0,sulvarta,0,solvara,1,solvara
12,6,berry,one,red,takovi,1,tukilvi,1,tuvaki,0,kinavan,0,tulava,1,tulava,0,sulavaki,0,sunakia,1,sunakia,0,bioraka,0,soltera
12,6,berry,three,blue,vilsuvo,0,sanvalsui,0,samsulson,0,kilatovan,1,tulave,0,kilavania,0,kilavakta,1,bilatero,1,bilatero,1,solvanka,0,soleraka
12,6,berry,three,green,kintavon,1,knitovan,0,tulkavi,0,tuvali,1,sulavate,1,sulavate,1,sunavaro,0,silvertia,0,solanka,1,solranka,0,sol
12,6,berry,three,red,satonkal,1,takulvi,0,samsulson,1,stuvana,1,kilavaki,0,tulavaki,1,sulanvaki,1,solanka,1,solanka,0,soleraka,1,solotaka
12,6,berry,two,blue,vikovon,0,salsunvan,1,sandunvan,0,stuvaka,0,kilvania,1,kilavnia,0,kilavta,0,bilanka,0,sulvarta,0,solbak,1,tolekar
12,6,berry,two,green,kusalkon,0,knitovan,1,knitovan,1,kitova,0,tulavaki,0,sulavta,1,sunavta,1,sulvarta,1,sulvarta,1,soltera,1,solvere
12,6,berry,two,red,sansusu,0,takulvi,1,salsanvi,1,tulavaka,0,kilvajara,0,kilavaki,0,sulavaki,0,kilosero,0,soltaro,1,bioraka,0,tolbak
12,6,key,one,blue,tantison,0,takovi,0,takovi,1,stuvila,0,tulavi,0,kilavali,1,kilavaki,1,kilavero,1,kilavero,1,tolevara,0,dutaka
12,6,key,one,green,kuvalva,0,takvalsun,0,sansunvi,0,tuvala,0,stuvaki,0,sulava,0,tilavta,1,kilaverio,0,toleranka,1,tolevara,1,dutaka
12,6,key,one,red,kilvato,0,tuvaki,1,tulkalvi,1,saomsonaon,0,tulip,0,kilavatari,0,kilavaki,0,silokanta,1,silokanta,0,tolekada,1,solbak
12,6,key,three,blue,vilkinsil,0,sansulson,1,suvaki,1,klavania,1,kilavaton,1,kilavaton,0,tulavaro,1,kilovankia,0,bilakero,0,toletaka,0,dukara
12,6,key,three,green,tonvaltol,0,valsantu,0,tulkalvi,0,kilavata,0,tilavake,1,tilavake,0,tulavaki,1,bilosanka,0,toletero,1,toletaka,0,soleraka
12,6,key,three,red,suvinvan,1,sansulvan,0,tulkkal,0,kilavani,1,kilavataro,1,kilavataro,1,kilavaki,0,sulavta,1,sulavta,0,tolevara,0,tolekada
12,6,key,two,blue,sonkoku,1,sunsanval,0,salsun,1,kilason,0,kilavali,1,kilavali,0,tulavaki,0,bilakero,1,bilakero,0,toleraka,0,solbaka
12,6,key,two,green,tunkatil,0,sulsansun,0,knitovan,0,sutava,1,kilavaki,0,tilavaki,1,kilavta,0,toleranka,1,toleranka,0,toleranka,1,solvara
12,6,key,two,red,vantavu,1,takulvi,0,takulvi,0,savaki,1,kilaton,0,kilavaton,1,sulavaki,1,solatanko,0,silokanta,1,toletuva,1,tataka
12,6,phone,one,blue,tolvanson,0,sunsalvan,1,sansalsun,0,kivata,0,tuvaki,1,tuvaki,1,sunavaki,1,kilverta,0,sulvarta,0,solvaka,0,tolekara
12,6,phone,one,green,valsulsun,1,sansunsal,1,tuvaki,1,stuvania,0,kilaton,0,sulavaki,0,kilavta,1,bilasanka,0,sclavanka,0,solvanka,0,tolkara
