TrainingSetSize,DiffusionChain,Shape,Number,Color,Form.0,Seen.1,Form.1,Seen.2,Form.2,Seen.3,Form.3,Seen.4,Form.4,Seen.5,Form.5,Seen.6,Form.6,Seen.7,Form.7,Seen.8,Form.8,Seen.9,Form.9,Seen.10,Form.10
12,6,phone,one,red,vukaltal,1,takovil,1,stuvaki,1,tuliva,0,suvakiu,1,suvakiu,0,sulakta,0,tedilanko,1,tedilanko,0,soloraka,1,soltaka
12,6,phone,three,blue,sansunvan,1,salsonval,0,samsulsun,1,tulava,1,sunavaki,1,sunavaki,1,sunavaki,0,kilantero,0,sclatero,1,treotaka,0,dutaka
12,6,phone,three,green,sontinsol,1,tukolvu,1,NA,0,tanava,1,kiamanjaro,0,sulavataro,1,sulanvaki,0,sularanka,0,sclatero,0,solovara,1,dutaka
12,6,phone,three,red,vonkonsol,0,takvoli,0,tulkavi,1,tuvali,0,tulavaka,0,kulval,0,sunvakta,1,sunvero,0,tedilanko,1,toletrio,0,soltaka
12,6,phone,two,blue,sinvinki,0,sulsanvan,0,suvaki,0,sunasoson,1,sunasoson,0,sulavaki,1,tulavaki,0,serotankia,0,tedilanko,0,solvera,0,solbaka
12,6,phone,two,green,vonvalta,0,talkolvi,1,knitovan,0,tunavi,0,tulivaki,0,suvaki,0,sulavta,1,sclavanka,1,sclavanka,1,dutaka,1,soltera
12,6,phone,two,red,tulkolkun,1,valsantak,0,talkalvi,0,stuvaka,1,kuvali,1,kv,0,sunavar,0,bravakia,0,solanko,0,tuovaka,0,tolekada
12,7,berry,one,blue,solvinka,1,solvinka,0,vonsanti,1,sundantm,0,sunsanto,0,jovalu,1,solalu,0,jovalo,1,sovato,1,sovato,1,jovid
12,7,berry,one,green,suntulval,0,volsanka,0,vonsanka,0,sunsunda,0,tovali,0,jovato,0,solamid,0,jovato,1,jovato,0,joavid,1,jovid
12,7,berry,one,red,vavovin,0,vonviko,0,vonsanka,0,vosendo,1,jovati,0,jovalu,0,somalid,0,solavid,0,jolava,1,jovalo,0,jovato
12,7,berry,three,blue,solkansul,0,s,0,vonsanka,0,sunsanto,1,jovali,1,javata,1,jolavid,1,sovalid,0,jovato,1,toavid,0,jovalid
12,7,berry,three,green,kusulko,0,silvinska,0,silvinski,1,vouli,0,somanid,1,jovali,1,tolalu,1,toavid,0,jolova,0,sovalo,1,jovalid
12,7,berry,three,red,vulvolkul,1,vulvolkul,0,vonsanka,1,sonao,0,jovali,0,jovata,1,tolamid,0,sovato,0,javota,0,jovalo,1,jovalid
12,7,berry,two,blue,sansiltul,0,solvinka,0,vonsanka,0,jovala,0,jovalu,1,javato,1,tovalo,1,sovalid,0,jovato,0,sovato,0,jovato
12,7,berry,two,green,volsanka,1,volsanka,1,vonsanka,0,vaio,0,jovata,1,jovato,0,jovato,0,tolavid,0,jovato,0,sovalo,0,jovolio
12,7,berry,two,red,volkito,0,sosotuln,0,vonsanka,0,jovata,1,jovalu,0,jovata,0,tolamid,0,soavid,0,jovalo,1,jovato,1,jalid
12,7,key,one,blue,vokavil,0,kosalva,1,tovatol,0,jovalu,1,tovali,0,somalid,0,jovolid,1,toavid,0,tovaild,0,tolavid,0,tovalid
12,7,key,one,green,vonkoto,1,vonkoto,1,silvinski,0,sonaili,1,jovalu,0,somadim,1,tomalid,1,sovalid,1,soavid,1,toavid,0,tovalid
12,7,key,one,red,sosoltun,1,sosotun,0,silvuski,1,sonda,0,vosendo,1,tomalid,0,somalid,1,tovato,1,joavid,0,joavid,0,tovid
12,7,key,three,blue,kavukol,0,solvinki,1,silvinski,0,vosanti,0,tovali,1,somalid,0,javali,1,solavid,0,toavid,0,sovaild,1,tovaild
12,7,key,three,green,tokultal,0,silvinkis,1,tovatol,0,tovalum,1,tovalum,1,somalid,1,jovato,0,toavid,1,sovaild,0,tovaild,0,tovaild
12,7,key,three,red,vonviko,1,vonuiko,1,sunsantun,0,tovali,0,jovata,0,somalid,0,tolamid,0,joavid,1,soavid,0,sovaild,0,tovaild
12,7,key,two,blue,kosalva,1,koskula,1,tovatol,0,tomao,0,jovati,0,tomalid,0,solamid,0,tolavid,0,toavid,1,tolavid,1,tovaid
12,7,key,two,green,vilsunti,1,vilsunti,1,silvinku,1,tovali,1,tovali,0,tomalu,1,javato,0,tolavid,0,joavid,1,toavid,1,tovaild
12,7,key,two,red,sutaton,1,sutaton,0,tovatol,1,tomali,0,NA,0,tomalid,1,javato,0,tovalid,1,sovaild,1,tovalid,1,tovato
12,7,phone,one,blue,salkulkal,0,tovutul,0,silvunski,1,sunsandi,1,jovalu,0,tovali,0,javato,1,jovato,0,sola,0,toavid,0,solavid
12,7,phone,one,green,sunvavin,0,vilsunti,0,silvunski,0,somando,0,sunsanto,1,tolamid,1,jovato,0,tovalid,0,soavid,0,soavid,1,solivid
12,7,phone,one,red,tisultin,0,silvinsu,1,vonsantu,1,jovati,1,jovati,1,somalu,1,javato,0,jovalid,1,solavid,1,joavid,0,sovato
12,7,phone,three,blue,tovutol,1,tovatol,1,sunsantun,1,sondao,0,somandi,1,somalid,0,tolamid,1,tolavid,1,tolavid,1,sovaild,0,sovaild
12,7,phone,three,green,sokunsun,0,silsinvu,0,susantun,1,tomalio,1,sonali,1,somalid,0,solamid,1,sovato,1,tovaild,1,tovaild,1,sovato
12,7,phone,three,red,susantun,1,susantun,1,susantun,0,sonao,0,tomalio,1,tovalum,0,jovato,1,tolavid,0,jolavid,0,solavid,1,solvato
12,7,phone,two,blue,valvolvun,0,kosalva,0,vonsilski,1,sunadi,0,somandi,0,tomali,0,solamid,0,solavid,1,tolavid,0,toavid,0,sovat
12,7,phone,two,green,silvinsu,1,silvinku,1,vonsanka,0,somandi,1,somandi,0,jovato,0,soavid,1,soavid,1,sovaild,0,tolavid,0,sovalid
12,7,phone,two,red,sonsanvil,0,d,0,jovata,1,jovali,1,jovali,0,jovato,1,javato,0,soavid,0,jolavid,1,jolavid,0,sovaild
12,8,berry,one,blue,talvulto,0,vanvitil,0,kulata,0,tovisosn,1,tivini,1,aveinisii,0,sultre,1,avenini,1,sulten,0,avenin,1,avenin
12,8,berry,one,green,vanviltil,1,vanviltil,1,susikon,0,tosivi,0,kutra,1,wartumsei,0,wartumsei,1,weinini,0,stenin,1,amenin,0,avenin
12,8,berry,one,red,sotavun,0,kalkutulu,0,kuluta,1,tosivinw,1,suktra,1,sultre,1,sultre,0,wartmusi,0,avenin,1,avenin,0,avenin
12,8,berry,three,blue,tovilvon,1,tovilvon,1,susikona,0,tonsilli,0,avaneisii,1,wartumsei,0,avenini,0,wartmusi,1,wartmusi,1,wartmusi,1,wartmusi
12,8,berry,three,green,kilsisa,1,tovilon,0,tonsiviii,1,tonsiviii,1,savareiniii,0,luktre,1,wartumsei,0,susteninin,0,aveninin,0,suktre,1,suktre
12,8,berry,three,red,sunkisal,0,vantivil,0,tonvili,0,kutwana,1,kitwala,0,sustenini,1,susteninin,1,susteninin,1,kultre,0,sulstinin,1,sulstinin
12,8,berry,two,blue,sonkulsal,0,tonvilvon,1,susikin,0,tonsivi,0,sustin,1,wartumsei,0,sultre,0,avenini,0,sultre,1,sultenin,1,sultenin
12,8,berry,two,green,vunvilkul,0,tonvivil,0,susikon,1,tovinsi,0,kitrisn,1,wartumsei,1,sultre,0,kultre,1,aveninin,0,kultra,0,sultenin
12,8,berry,two,red,sinviku,0,vantivu,1,tolvia,1,kutulw,0,kutwana,1,sustin,0,sultra,1,weinini,1,susten,0,avenin,0,sultenin
12,8,key,one,blue,sisonkon,1,tunisil,0,kultuta,1,kultuta,0,kutswa,0,aveinini,1,weinini,0,sltra,1,sultenin,1,sustenin,1,sustenin
12,8,key,one,green,sosuvun,1,sosuvin,0,tonsiva,0,kustal,1,wartumseii,1,wartumsei,0,suktre,1,suktre,0,suktre,0,avenin,0,sustenin
12,8,key,one,red,kalkulvun,1,kalkuluk,1,kulatiwa,0,kultuta,1,kutra,0,suktra,1,suktre,0,sentin,0,avenini,0,sulka,0,sustenin
12,8,key,three,blue,vuvontal,0,sisukol,0,tonvisa,0,tonsivi,0,trispinsii,0,kultre,0,wartumsei,0,avenini,0,kultra,0,stenin,0,wartmusi
12,8,key,three,green,kisinto,1,suvontil,0,tonvila,1,kultwa,1,arvenginiii,0,weinini,1,wartumsei,0,kultre,0,aveninin,0,susteinin,0,suktre
12,8,key,three,red,kosasol,0,tonvivil,1,tonsivo,0,kuwalta,0,luta,0,sustenin,1,weinini,0,sentin,0,warmusi,1,warmusi,1,warmusi
12,8,key,two,blue,suvonvon,1,suvonvon,0,tolvivon,1,kulwusta,0,bisvensi,0,aveinisi,0,avenini,1,avenini,0,weimusi,0,sultra,1,sultra
12,8,key,two,green,kakonkon,0,sosinkin,1,tonsiva,0,kulwata,0,kultre,1,kultre,1,kultre,1,kultre,0,suktre,1,sultra,0,sultra
12,8,key,two,red,tunvulsin,1,tunvusil,1,tonsiva,1,susiton,1,kutwana,0,kultra,1,suktra,1,suktra,1,kultre,0,suktra,0,warmusi
12,8,phone,one,blue,kosatun,0,sisonkon,1,kulati,1,kulwat,0,sawenski,0,luktra,1,susten,1,sustin,1,weitre,0,suktra,1,suktra
12,8,phone,one,green,vovikol,0,kontultonm,1,susikon,0,kultwa,0,kultre,0,kultre,0,kultre,0,kultre,0,sultra,1,kultre,0,kultre
12,8,phone,one,red,kiltaltan,0,kaltutul,1,kultwonia,1,kustlan,1,kultra,0,sustin,1,sentin,1,sentin,1,suktra,1,kultra,0,suktra
12,8,phone,three,blue,kulkansun,1,kulkansan,0,tonvili,1,tonsivii,1,sasswaniii,0,wartumsei,0,kultre,0,wartmusi,0,aveninin,0,sulka,1,sulka
12,8,phone,three,green,vanvonti,0,kolkutul,0,tonvila,0,tonsivon,1,sustweninii,1,luktra,0,sustenin,1,sustenin,1,kultra,1,stonin,0,suktre
12,8,phone,three,red,kontultal,1,kontultal,0,tovilon,0,tonsivon,0,trigersii,0,sustenini,0,wartumsei,0,susteninin,0,sultinin,0,warmusi,0,sulka
12,8,phone,two,blue,sulkunkan,0,sisiokon,0,tolvivon,0,tonsivi,0,lutra,1,kultra,0,weinini,1,sultre,1,sulten,0,avenin,0,kultra
12,8,phone,two,green,sunkisol,1,sunkisol,1,tukana,1,kuluta,1,kutwainii,1,kultre,0,sultre,0,suktre,1,kultre,1,kultre,1,kultre
12,8,phone,two,red,vuvosil,0,sunkisol,0,tonsiva,0,kalusta,0,kutama,0,luktre,0,suktra,0,suktre,0,sustenin,1,kultra,1,kultra
12,9,berry,one,blue,kolsansu,1,silsuntal,0,kontalvo,1,contarvo,0,calva,0,falma,0,feralon,0,cervilon,0,cervala,0,cermila,1,cermila
12,9,berry,one,green,konkultun,0,kontalko,0,koltalvo,1,valvo,1,calva,0,ferma,1,ferma,1,ferma,0,cermvila,1,cermila,0,cervila
12,9,berry,one,red,kalsovi,0,kontalvo,1,koltalvo,0,contalvo,1,calva,1,falma,0,fermala,0,cervala,1,cervala,0,cermila,0,cervila
12,9,berry,three,blue,tovosil,1,koltalvo,1,silkisun,0,karvo,1,calvalan,0,falma,1,cirvalon,0,cervivalon,0,cermavillon,1,cermillon,0,cervilla
12,9,berry,three,green,kalkanton,1,kultivun,1,koltalvo,0,cartavo,1,calvalan,1,calvilan,1,cirvalon,1,cermavalon,0,cermavlal,0,cermila,0,cervilla
12,9,berry,three,red,kutalvo,1,konvalto,0,koltalso,0,kontival,1,cavlalan,1,calvilon,0,cerfama,1,cermavalon,1,cermavalon,1,cermvilla,1,cervilla
12,9,berry,two,blue,vuntinvol,0,kontontal,1,koltivun,1,kontalvo,1,calvalon,1,fermalon,1,familon,0,civalla,0,cervala,0,cermilla,1,cermilla
12,9,berry,two,green,toltakin,0,koltival,1,koltalvo,0,kontival,0,calvalo,0,falmon,1,firmalon,0,cirvilla,0,cermvilla,0,cermilon,1,cermina
12,9,berry,two,red,silkisin,1,silkisin,1,silkisun,0,contavalo,0,calvalon,0,calvalon,0,familon,0,cervilon,1,cervilon,1,cermila,0,cermillon
12,9,key,one,blue,vavontil,1,vikakun,1,vikikun,0,tontaval,0,tontivalo,0,tontavala,0,teravalan,1,termavala,0,termavala,0,termila,1,termina
12,9,key,one,green,tonvulkal,0,tonvalko,0,tontikun,1,tontivalo,0,tontivalo,0,tontavala,1,teravala,1,termavala,1,termavala,0,termila,0,termila
12,9,key,one,red,sonvinkan,0,tontilkun,1,tontalun,1,tontivalo,0,tontivala,1,tontifala,0,teravala,0,termavala,0,termavala,0,termila,0,tervila
12,9,key,three,blue,kilsaltil,0,vikinkulun,0,tontalvo,1,tontisun,0,tontivalon,0,tontafala,0,teravala,0,termavalon,1,termavalon,1,termillion,1,tervillon
12,9,key,three,green,vikasa,0,tikintal,0,tontilkun,0,tontivalan,1,tontivalon,1,tontavala,0,teravalon,0,termavillon,0,termavalaon,0,termillon,1,termillon
12,9,key,three,red,tontaltil,1,tontaltin,1,tontival,1,tontival,0,tontivalan,0,tontavalon,0,teravalon,1,termavalaon,1,termavalaon,1,termillon,0,termillion
12,9,key,two,blue,vikakul,1,vikinkun,0,tontalvo,0,tonivalo,0,tontivalo,1,tontivala,0,termavalon,1,termavalon,0,termavala,1,termilla,0,termina
12,9,key,two,green,sokanku,0,tontiltal,0,tontalvo,0,tontavalo,1,tontavalo,1,tontavalon,1,tolavala,0,termavilon,1,termavilon,0,termilla,0,termilon
12,9,key,two,red,suvitan,0,totantil,0,tontilsin,1,tontivalo,1,tontavala,1,tontivala,1,teravalaon,1,termavilon,0,termavilon,0,termilla,1,termilon
12,9,phone,one,blue,volsanvon,0,tivikun,0,silkinsun,0,silksun,1,silksun,0,falma,0,famalon,0,fermavala,1,fermavala,0,fermina,1,fermilo
12,9,phone,one,green,konvalto,1,kalvintal,0,silkisun,0,silksin,1,silksun,1,falmi,0,familon,0,fervalalon,0,fermavala,1,firmi,0,fermila
12,9,phone,one,red,tisinsun,0,silkinsun,1,silkisu,0,silkialo,1,silksun,0,falmi,0,familon,0,fervalon,0,firmila,0,fermilla,0,fermina
12,9,phone,three,blue,voltunton,0,tikunval,0,silksun,1,silksun,0,silksuna,1,falmalon,1,fermavalon,1,fermavilan,0,fermivalon,0,cermilloon,0,fervillon
12,9,phone,three,green,tatultin,0,vovolto,0,silkinsun,1,silkunsun,0,silksun,0,falmalon,0,fermalon,0,fermavalon,1,fermavalon,1,fermillon,1,fermillon
12,9,phone,three,red,vavolsil,1,kaltinsun,0,silkisun,1,silkisun,0,silksuno,0,fermilon,1,famalon,1,fermivalon,0,fermivalon,0,fermillion,1,fermillon
12,9,phone,two,blue,sulvintal,1,kontalsa,1,koltalvo,0,silksun,0,silksun,0,famalon,1,firmavala,1,fermivalon,1,fermivalon,1,fermilla,0,fermillon
12,9,phone,two,green,tikunvol,0,tikinsun,1,koltalsa,1,tarkalo,0,silkson,1,falmi,0,famalon,0,fermavilla,1,fermavilla,1,termilla,0,fermilon
12,9,phone,two,red,vilsansil,1,vivuntal,0,silkinsun,0,silkisun,0,silksun,0,falmi,1,femilon,1,firmilla,1,firmivilla,1,fermilla,1,fermillon
12,10,berry,one,blue,vutonvun,1,sinkunkun,1,sinkunkun,1,sinkunkun,0,tukunkun,0,tuvasin,0,sinka,0,tululoa,1,sina,0,sinsan,0,sinsan
12,10,berry,one,green,vilkukun,1,vukunkun,1,vukunkun,0,vukunkun,1,tukunkun,1,sinkasin,0,sinkasin,0,sinkason,0,sina,0,vatosan,0,sinsan
12,10,berry,one,red,katinkun,0,sintasin,0,sinvusin,0,tukunkun,1,sukunkun,0,sinkasin,0,sina,1,sina,0,sinasan,0,sinsan,1,sinsan
12,10,berry,three,blue,vantulsu,0,sintasin,1,sinvasin,0,sinkunkun,0,sinkunkun,0,sinkasin,0,sinkasin,0,sinkason,1,sinasaou,1,vatosin,0,tulosavo
12,10,berry,three,green,kinkasan,0,sinvasin,1,vukunkun,1,sinkunkun,1,sinkunkun,1,sikunkun,1,sinkason,1,tultanison,1,tulansian,1,vatusan,1,vatulavo
12,10,berry,three,red,sotilsi,0,tinsasin,1,sukunkun,1,vukunkun,0,sinkunkun,0,sinasin,1,sinasin,1,sinason,1,sinasan,0,sinsanvato,1,tulavano
12,10,berry,two,blue,voltulsan,0,sintasin,0,tuvasin,0,sukunkun,0,sukunkun,1,tulola,1,sinkasin,0,sinason,0,sinksan,0,vantuluo,1,tulavulo
12,10,berry,two,green,tinsasin,1,sintasin,0,vukunkun,0,vukunkun,0,vukunkun,1,tulasin,1,sunikson,1,sina,1,sinasain,0,tutluvan,0,sinkvansano
12,10,berry,two,red,situntin,1,kuvasin,1,sinkunkun,0,sukunkun,1,sukunkun,0,sinkasin,1,sinkason,0,sinason,0,sinsan,1,sinvusan,1,vantosinsan
12,10,key,one,blue,tansolval,1,ktoval,0,vuvasol,1,vuvasol,1,tuvasol,1,tukasin,0,tulata,0,tultoa,1,tulavouto,0,vatulat,1,sinvasat
12,10,key,one,green,kunkilvon,0,solvatol,0,solvatol,0,tuvasol,1,vuvasol,0,luovola,1,sion,0,tultisoa,0,tutlovla,0,tuluvato,0,sinuvalou
12,10,key,one,red,koltalvun,0,solvatol,0,solvatol,0,vuvasol,0,tukasol,1,vuvulan,1,sinkision,0,lulsinao,0,sinksan,1,sinksan,0,sinsanvato
12,10,key,three,blue,visoso,0,kavatol,0,sinvatol,0,vuvalsol,1,vukasin,1,sinkasin,0,luvula,1,sindason,0,volutua,1,vatusinsan,1,sinsanvulo
12,10,key,three,green,katoval,1,solvatol,1,solvatol,1,tuvasol,0,vavalsol,1,tuvalo,1,sinkasin,1,tultoa,0,voultuava,1,tulansin,0,vatsansin
12,10,key,three,red,viltulkil,0,kavatol,0,vusolvatol,1,vulvasol,0,vuvalsol,0,tukalo,0,tutvolua,0,volvusoa,0,tulovlu,0,tuluvato,0,valuvalo
12,10,key,two,blue,kivoko,0,katoval,0,solvatol,0,vuvasol,0,suvasol,1,tuvala,1,tulva,0,volvuo,1,tulovat,0,tulavato,1,vatusavin
12,10,key,two,green,sulkisa,0,solvatol,0,solvatol,0,tuvasol,0,vuvasol,0,vulvalo,0,sinkason,0,luvfola,0,voltauta,0,tulavato,0,satulasin
12,10,key,two,red,visunka,0,kuvatol,0,sovatol,1,vulvasol,0,sukasin,0,tuvaol,0,tultasink,1,sinkia,1,tulovalou,1,sinksan,0,vatosinsan
12,10,phone,one,blue,konsulsa,1,kosontil,0,sinvasin,1,sinvasin,1,vukasin,0,vulvasin,0,vulvula,0,tultson,0,voltuao,1,tulavato,0,vatosinsan
12,10,phone,one,green,sasiltu,1,fumasin,1,vuvasin,0,tuvasin,1,tukasin,0,tukasin,1,tultavin,0,tuluvoloa,1,tutlou,1,tulavauto,0,valusatin
12,10,phone,one,red,vuvatan,1,vukunkun,0,vukasin,1,tuvasin,0,tukasin,0,tolasin,1,tultvula,1,tuluvula,0,tutlova,0,tulavat,1,tulosavin
12,10,phone,three,blue,kolsontil,1,vulvatin,0,sinvasin,0,tuvasol,0,vukaso,0,tukasin,0,lulovula,0,vulsison,1,volutoaltou,0,tuluovat,0,vatusavin
12,10,phone,three,green,vilvinti,0,fuvasin,1,vuvasin,0,vutasin,0,tukasin,0,sinkasin,0,tultuvolua,1,tultuvolua,1,tutltulouva,0,tuluavato,1,vatusavin
12,10,phone,three,red,sosunko,0,vuvasinb,1,tuvasin,1,tinvasin,0,sinkasin,1,sinkasin,0,tulvuloa,1,tultuvolua,0,tulouvato,1,vatosin,1,tuluvano
12,10,phone,two,blue,tansinkin,1,vintasin,1,kuvasin,1,vukasin,1,tukasin,0,tukasin,0,volvula,1,tulsinoa,1,sinksua,0,tulavato,0,vatuvano
12,10,phone,two,green,vunsilva,1,vuvasin,1,vutasin,1,tinvasin,1,tukasin,1,tuvasin,1,sinkason,0,tultua,0,tulvolou,1,tuluvua,0,valuvavo
12,10,phone,two,red,valvata,0,vumasin,0,tuvasin,0,vuvasin,1,vuvasol,1,sinkasin,0,lulovula,1,sinkason,0,vulsian,1,sinsankvato,1,sinsanvulo
12,11,berry,one,blue,sovakun,0,tilkilki,0,tikisol,1,voantu,0,viaso,0,viasol,1,viaso,0,viaso,0,viala,0,viasa,0,visa
12,11,berry,one,green,vikuva,1,tilkiki,1,tikisu,0,vivisol,1,viaso,0,viviso,1,viaso,1,viasol,0,viasa,1,vasa,0,viasa
12,11,berry,one,red,sulvusin,0,vinvutil,1,vuvutan,1,viusi,1,viaso,0,viaso,0,viasol,1,viaso,1,vala,1,vasa,0,vala
12,11,berry,three,blue,suntultul,0,tikilti,0,vivusol,0,vovanti,1,vivisol,0,viasol,0,ttnkikik,1,viviaso,0,viasa,0,visasol,1,visasol
12,11,berry,three,green,sonvalva,1,vivuntu,1,vanivol,0,viasol,1,vivisol,0,ttnkiki,0,viasol,0,vivas,0,viasol,1,viasa,0,visasa
12,11,berry,three,red,kuvonki,0,vuvusil,0,kikisil,1,kikisol,0,vivisol,0,tnkikik,1,tnkiki,0,vivas,1,viasol,0,visasa,1,visasa
12,11,berry,two,blue,tilkilki,1,tilkiki,0,vovantu,1,kikikon,0,viasol,1,viasol,0,vivaso,0,viaso,0,viala,0,viasol,1,viasol
12,11,berry,two,green,vinvutil,1,valvovin,1,kikikon,1,kikikon,1,kikikon,0,viaso,0,viaso,0,viviaso,0,viasalas,0,viasa,0,visala
12,11,berry,two,red,vuvalka,0,vovunto,0,viusil,1,kikikon,0,kikikon,1,viasol,0,vivaso,1,viviaso,0,viasol,0,viasa,1,viasa
12,11,key,one,blue,vasavan,0,sikokin,0,kinkiki,1,kinkiki,0,tilkiki,0,kiki,1,kiki,1,viasol,0,kikik,0,viasa,0,visala
12,11,key,one,green,kolkinku,0,vikuva,0,silkisol,0,kinkiki,0,ttkiki,1,kiki,0,kiki,0,kikik,0,viala,0,viala,0,viasa
12,11,key,one,red,kintinku,1,sasosan,0,viuvitu,1,tilkiki,0,tikiki,0,kiki,0,kiki,0,kikik,1,kikik,1,vala,1,vala
12,11,key,three,blue,sasosan,1,viktinki,0,viusil,0,kinkiki,1,ttikiki,1,tlkikik,1,tnkiki,0,tnnikiki,0,vivasas,0,viasloto,1,viasloto
12,11,key,three,green,tolkankal,0,vovunto,1,fanfis,0,tikiki,0,tinkiki,0,ttlkiki,1,vivaso,0,viasol,1,viasalas,1,tnviasol,0,viasloto
12,11,key,three,red,vusivul,1,vusival,0,viusol,1,viusol,0,tinkiki,1,tlkiki,1,tlkiki,0,ttlkiki,0,viala,1,visalo,0,viasloto
12,11,key,two,blue,tanvosil,1,vasovil,1,vovusil,0,kinkiki,0,viasol,0,tnkikik,0,tlkiki,1,ttkikik,1,vialto,1,vialso,0,viasa
12,11,key,two,green,kulsaltul,0,vovunto,0,vivusan,1,kinkiki,0,tikiki,0,viaso,1,viviasol,1,tnkiki,0,vialsa,0,vialto,0,viasol
12,11,key,two,red,vikavil,1,vusivul,0,tilkiki,1,tilkiki,1,kikiki,1,ttinki,1,tnkiki,0,viviasi,1,visala,1,vialto,0,viasa
12,11,phone,one,blue,sonvulso,0,viusol,1,vilsan,0,tinkiki,1,vivisol,1,kiki,0,kiki,0,kiki,1,kiki,0,kiki,1,kiki
12,11,phone,one,green,tultalsul,1,vikuva,1,viuvan,0,kikiki,1,kiki,1,kikiki,1,kikik,0,ttnkikik,1,kikik,0,ttkiki,1,ttkiki
12,11,phone,one,red,tantolvil,0,vikivik,0,tikiki,1,tikiki,1,viaso,1,kiki,0,kikik,1,kiki,0,kikik,0,kik,0,ttkiki
12,11,phone,three,blue,salsilkol,0,tanusil,0,kikivan,0,tikiki,0,ttinkiki,1,tnkiki,1,tnkiki,0,ttnnkikik,1,ttnnkikiki,1,ttnnkikiki,1,ttnnkikiki
12,11,phone,three,green,vovunto,1,vuvusil,1,tilkiki,0,viaso,1,tilkiki,1,tnkiki,0,vivas,1,ttnkikik,0,ttlkikik,0,ttrrkikiki,1,ttrrkikiki
12,11,phone,three,red,tanvaltin,0,tanusol,1,tinviso,0,tikiki,0,tinkiki,0,kikiki,0,ttlkikik,1,ttlkikiki,1,ttlkikik,1,ttkikiki,1,ttkikiki
12,11,phone,two,blue,tinkosal,0,sikokin,1,tankiki,0,viaso,0,vivisol,0,kikiki,0,tnkiki,0,tlkiki,1,tnkiki,1,tnkiki,1,tnkiki
12,11,phone,two,green,salvunvan,0,vinvutil,0,viviki,0,ttinkiki,1,tikiki,1,tnkiki,0,tnkiki,1,ttlkiki,1,ttkikik,0,ttrkiki,0,ttrrkiki
12,11,phone,two,red,sikonkin,1,kintinku,1,kikisil,0,tikiki,0,viasol,0,tikiki,1,ttlkiki,1,tlkiki,0,kikiki,1,ttkiki,0,ttnnkiki
12,12,berry,one,blue,sansaval,0,kivkiv,1,kivkiv,0,sokolva,0,solova,0,solora,1,solarski,1,solovara,1,solovara,1,solovara,1,solara
12,12,berry,one,green,kalvunkul,0,kikivin,0,kivkiv,0,sokolva,0,kivolva,1,kolski,1,silara,1,kila,0,NA,0,solo,0,riski
12,12,berry,one,red,tunsulton,0,sankolva,0,sankolva,1,sokolva,0,solovoa,0,vikovski,0,kilaksi,0,sue,1,sue,1,sue,1,sue
12,12,berry,three,blue,sinvinsa,0,volvtronki,0,kinkivski,0,kivinski,0,solovaro,1,solosaki,1,solarkiksi,1,solar,1,solaris,0,solovera,0,kilovera
12,12,berry,three,green,tansoltol,1,kuvikuvi,0,kivkivli,0,vinsokolva,1,solovaro,0,kivki,0,kiliski,1,ka,0,kilariski,0,suriski,1,surariski
12,12,berry,three,red,sulvosin,1,sankovola,0,timsinkli,0,vinskolva,1,kivovlva,0,kivki,1,solarkolaksi,0,kola,0,kolris,1,suerisk,0,surariski
12,12,berry,two,blue,vuntansan,0,sankolv,1,kivkin,0,sokolva,1,solokova,0,kiviski,0,soloskar,1,soloris,1,solaris,0,solovera,1,soloriski
12,12,berry,two,green,kunvuvi,1,sinkilov,0,kivkivli,0,sokolva,0,kivolvi,1,solokivki,1,solaski,1,kola,0,riski,0,kolovera,0,kiloriski
12,12,berry,two,red,sunkonso,1,solvaki,0,kivkiv,0,sokolova,1,solokova,0,vikinski,0,kiviki,0,kolaikski,0,kola,0,su,0,kiola
12,12,key,one,blue,kaltinvan,0,kinsinki,1,kinsinki,1,sokolva,0,vinski,1,solovara,1,solovara,1,solovara,0,soloriski,0,solara,1,ovara
12,12,key,one,green,vultovol,0,sankolva,1,sankolv,0,solkova,0,kivkin,0,kivkin,1,solarsksi,0,kila,0,riski,1,riski,0,riski
12,12,key,one,red,sinsukin,0,sankolova,1,sankolova,1,sokolva,0,kivkin,1,kiviski,1,kilaki,0,kila,1,kula,0,riski,1,avara
12,12,key,three,blue,kankakal,0,sintinvin,0,sankolv,0,vinsivki,1,kivinkski,1,solovikiski,0,kolaksi,0,soloriski,0,solariski,1,solariski,0,kiloriski
12,12,key,three,green,sankunkol,0,tintivsol,0,vinkivli,1,sinkolvi,1,kivinkski,0,kolova,0,kolariski,1,kilariski,0,riski,0,kiloriski,1,kiloriski
12,12,key,three,red,sokolso,0,solvaki,0,sankolova,0,vinkivski,0,kivinksi,1,kivkiniski,0,silaksi,0,ovara,1,ovara,1,ovara,1,kiloriski
12,12,key,two,blue,sankolva,1,vinkon,1,vinkon,1,kinsinki,0,kivkin,0,solokivisko,1,kolarski,0,soloriski,1,soloriski,0,solariski,1,kolariski
12,12,key,two,green,sinvolsu,1,sankolva,0,kinkinski,1,kivkin,0,kivkin,0,viski,0,skilarski,0,riski,1,riski,0,kilriski,1,kiloriski
12,12,key,two,red,tasaltal,0,sankolva,0,kinkin,1,kivkin,0,sovinski,1,kinski,0,kilaroksi,1,kola,1,kola,1,kola,1,kola
